Datum,FinanceGroep,Budget
1/28/2024,Scholen alleen entree,0
1/28/2024,Evenementen Scholen,0
1/28/2024,Evenementen met entree,0
1/28/2024,Groepen,60
1/28/2024,Gratis/ <3,181
1/28/2024,Abonnement,1504
1/29/2024,Vol betalend,65
1/29/2024,Actie,111
1/29/2024,Accommodatie,10
1/29/2024,Scholen alleen entree,0
1/29/2024,Evenementen Scholen,0
1/29/2024,Evenementen met entree,0
1/29/2024,Groepen,0
1/29/2024,Gratis/ <3,33
1/29/2024,Abonnement,281
1/30/2024,Vol betalend,65
1/30/2024,Actie,111
1/30/2024,Accommodatie,10
1/30/2024,Scholen alleen entree,15
1/30/2024,Evenementen Scholen,0
1/30/2024,Evenementen met entree,0
1/30/2024,Groepen,0
1/30/2024,Gratis/ <3,33
1/30/2024,Abonnement,266
1/31/2024,Vol betalend,65
1/31/2024,Actie,111
1/31/2024,Accommodatie,10
1/31/2024,Scholen alleen entree,15
1/31/2024,Evenementen Scholen,0
1/31/2024,Evenementen met entree,0
1/31/2024,Groepen,0
1/31/2024,Gratis/ <3,33
1/31/2024,Abonnement,266
2/1/2024,Vol betalend,59
2/1/2024,Actie,134
2/1/2024,Accommodatie,12
2/1/2024,Scholen alleen entree,15
2/1/2024,Evenementen Scholen,0
2/1/2024,Evenementen met entree,0
2/1/2024,Groepen,0
2/1/2024,Gratis/ <3,32
2/1/2024,Abonnement,248
2/2/2024,Vol betalend,59
2/2/2024,Actie,134
2/2/2024,Accommodatie,12
2/2/2024,Scholen alleen entree,15
2/2/2024,Evenementen Scholen,0
2/2/2024,Evenementen met entree,0
2/2/2024,Groepen,0
2/2/2024,Gratis/ <3,32
2/2/2024,Abonnement,248
2/3/2024,Vol betalend,235
2/3/2024,Actie,534
2/3/2024,Accommodatie,47
2/3/2024,Scholen alleen entree,0
2/3/2024,Evenementen Scholen,0
2/3/2024,Evenementen met entree,0
2/3/2024,Groepen,20
2/3/2024,Gratis/ <3,127
2/3/2024,Abonnement,1037
2/4/2024,Vol betalend,292
2/4/2024,Actie,670
2/4/2024,Accommodatie,58
2/4/2024,Scholen alleen entree,0
2/4/2024,Evenementen Scholen,0
2/4/2024,Evenementen met entree,0
2/4/2024,Groepen,60
2/4/2024,Gratis/ <3,162
2/4/2024,Abonnement,1308
2/5/2024,Vol betalend,59
2/5/2024,Actie,134
2/5/2024,Accommodatie,12
2/5/2024,Scholen alleen entree,50
2/5/2024,Evenementen Scholen,0
2/5/2024,Evenementen met entree,0
2/5/2024,Groepen,0
2/5/2024,Gratis/ <3,32
2/5/2024,Abonnement,213
2/6/2024,Vol betalend,59
2/6/2024,Actie,134
2/6/2024,Accommodatie,12
2/6/2024,Scholen alleen entree,50
2/6/2024,Evenementen Scholen,0
2/6/2024,Evenementen met entree,0
2/6/2024,Groepen,0
2/6/2024,Gratis/ <3,32
2/6/2024,Abonnement,213
2/7/2024,Vol betalend,59
2/7/2024,Actie,134
2/7/2024,Accommodatie,12
2/7/2024,Scholen alleen entree,50
2/7/2024,Evenementen Scholen,0
2/7/2024,Evenementen met entree,0
2/7/2024,Groepen,0
2/7/2024,Gratis/ <3,32
2/7/2024,Abonnement,213
2/8/2024,Vol betalend,59
2/8/2024,Actie,134
2/8/2024,Accommodatie,12
2/8/2024,Scholen alleen entree,50
2/8/2024,Evenementen Scholen,0
2/8/2024,Evenementen met entree,0
2/8/2024,Groepen,0
2/8/2024,Gratis/ <3,32
2/8/2024,Abonnement,213
2/9/2024,Vol betalend,59
2/9/2024,Actie,134
2/9/2024,Accommodatie,12
2/9/2024,Scholen alleen entree,50
2/9/2024,Evenementen Scholen,0
2/9/2024,Evenementen met entree,0
2/9/2024,Groepen,0
2/9/2024,Gratis/ <3,32
2/9/2024,Abonnement,213
2/10/2024,Vol betalend,292
2/10/2024,Actie,670
2/10/2024,Accommodatie,58
2/10/2024,Scholen alleen entree,0
2/10/2024,Evenementen Scholen,0
2/10/2024,Evenementen met entree,0
2/10/2024,Groepen,20
2/10/2024,Gratis/ <3,162
2/10/2024,Abonnement,1348
2/11/2024,Vol betalend,353
2/11/2024,Actie,804
2/11/2024,Accommodatie,70
2/11/2024,Scholen alleen entree,0
2/11/2024,Evenementen Scholen,0
2/11/2024,Evenementen met entree,0
2/11/2024,Groepen,60
2/11/2024,Gratis/ <3,190
2/11/2024,Abonnement,1523
2/12/2024,Vol betalend,129
2/12/2024,Actie,294
2/12/2024,Accommodatie,26
2/12/2024,Scholen alleen entree,70
2/12/2024,Evenementen Scholen,0
2/12/2024,Evenementen met entree,0
2/12/2024,Groepen,0
2/12/2024,Gratis/ <3,70
2/12/2024,Abonnement,511
2/13/2024,Vol betalend,129
2/13/2024,Actie,294
2/13/2024,Accommodatie,26
2/13/2024,Scholen alleen entree,70
2/13/2024,Evenementen Scholen,0
2/13/2024,Evenementen met entree,0
2/13/2024,Groepen,0
2/13/2024,Gratis/ <3,70
2/13/2024,Abonnement,511
2/14/2024,Vol betalend,129
2/14/2024,Actie,294
2/14/2024,Accommodatie,26
2/14/2024,Scholen alleen entree,70
2/14/2024,Evenementen Scholen,0
2/14/2024,Evenementen met entree,0
2/14/2024,Groepen,0
2/14/2024,Gratis/ <3,70
2/14/2024,Abonnement,511
2/15/2024,Vol betalend,129
2/15/2024,Actie,294
2/15/2024,Accommodatie,26
2/15/2024,Scholen alleen entree,70
2/15/2024,Evenementen Scholen,0
2/15/2024,Evenementen met entree,0
2/15/2024,Groepen,0
2/15/2024,Gratis/ <3,70
2/15/2024,Abonnement,511
2/16/2024,Vol betalend,129
2/16/2024,Actie,294
2/16/2024,Accommodatie,26
2/16/2024,Scholen alleen entree,70
2/16/2024,Evenementen Scholen,0
2/16/2024,Evenementen met entree,0
2/16/2024,Groepen,0
2/16/2024,Gratis/ <3,70
2/16/2024,Abonnement,511
2/17/2024,Vol betalend,292
2/17/2024,Actie,670
2/17/2024,Accommodatie,58
2/17/2024,Scholen alleen entree,0
2/17/2024,Evenementen Scholen,0
2/17/2024,Evenementen met entree,0
2/17/2024,Groepen,20
2/17/2024,Gratis/ <3,162
2/17/2024,Abonnement,1348
2/18/2024,Vol betalend,410
2/18/2024,Actie,938
2/18/2024,Accommodatie,82
2/18/2024,Scholen alleen entree,0
2/18/2024,Evenementen Scholen,0
2/18/2024,Evenementen met entree,0
2/18/2024,Groepen,60
2/18/2024,Gratis/ <3,222
2/18/2024,Abonnement,1788
2/19/2024,Vol betalend,353
2/19/2024,Actie,804
2/19/2024,Accommodatie,70
2/19/2024,Scholen alleen entree,0
2/19/2024,Evenementen Scholen,0
2/19/2024,Evenementen met entree,0
2/19/2024,Groepen,0
2/19/2024,Gratis/ <3,190
2/19/2024,Abonnement,1583
2/20/2024,Vol betalend,353
2/20/2024,Actie,804
2/20/2024,Accommodatie,70
2/20/2024,Scholen alleen entree,0
2/20/2024,Evenementen Scholen,0
2/20/2024,Evenementen met entree,0
2/20/2024,Groepen,0
2/20/2024,Gratis/ <3,190
2/20/2024,Abonnement,1583
2/21/2024,Vol betalend,353
2/21/2024,Actie,804
2/21/2024,Accommodatie,70
2/21/2024,Scholen alleen entree,0
2/21/2024,Evenementen Scholen,0
2/21/2024,Evenementen met entree,0
2/21/2024,Groepen,0
2/21/2024,Gratis/ <3,190
2/21/2024,Abonnement,1583
2/22/2024,Vol betalend,353
2/22/2024,Actie,804
2/22/2024,Accommodatie,70
2/22/2024,Scholen alleen entree,0
2/22/2024,Evenementen Scholen,0
2/22/2024,Evenementen met entree,0
2/22/2024,Groepen,0
2/22/2024,Gratis/ <3,190
2/22/2024,Abonnement,1583
2/23/2024,Vol betalend,353
2/23/2024,Actie,804
2/23/2024,Accommodatie,70
2/23/2024,Scholen alleen entree,0
2/23/2024,Evenementen Scholen,0
2/23/2024,Evenementen met entree,0
2/23/2024,Groepen,0
2/23/2024,Gratis/ <3,190
2/23/2024,Abonnement,1583
2/24/2024,Vol betalend,292
2/24/2024,Actie,670
2/24/2024,Accommodatie,58
2/24/2024,Scholen alleen entree,0
2/24/2024,Evenementen Scholen,0
2/24/2024,Evenementen met entree,0
2/24/2024,Groepen,20
2/24/2024,Gratis/ <3,162
2/24/2024,Abonnement,1348
2/25/2024,Vol betalend,410
2/25/2024,Actie,938
2/25/2024,Accommodatie,82
2/25/2024,Scholen alleen entree,0
2/25/2024,Evenementen Scholen,0
2/25/2024,Evenementen met entree,0
2/25/2024,Groepen,60
2/25/2024,Gratis/ <3,222
2/25/2024,Abonnement,1788
2/26/2024,Vol betalend,59
2/26/2024,Actie,134
2/26/2024,Accommodatie,12
2/26/2024,Scholen alleen entree,50
2/26/2024,Evenementen Scholen,0
2/26/2024,Evenementen met entree,0
2/26/2024,Groepen,0
2/26/2024,Gratis/ <3,32
2/26/2024,Abonnement,213
2/27/2024,Vol betalend,59
2/27/2024,Actie,134
2/27/2024,Accommodatie,12
2/27/2024,Scholen alleen entree,50
2/27/2024,Evenementen Scholen,0
2/27/2024,Evenementen met entree,0
2/27/2024,Groepen,0
2/27/2024,Gratis/ <3,32
2/27/2024,Abonnement,213
2/28/2024,Vol betalend,59
2/28/2024,Actie,134
2/28/2024,Accommodatie,12
2/28/2024,Scholen alleen entree,50
2/28/2024,Evenementen Scholen,0
2/28/2024,Evenementen met entree,0
2/28/2024,Groepen,0
2/28/2024,Gratis/ <3,32
2/28/2024,Abonnement,213
2/29/2024,Vol betalend,59
2/29/2024,Actie,134
2/29/2024,Accommodatie,12
2/29/2024,Scholen alleen entree,50
2/29/2024,Evenementen Scholen,0
2/29/2024,Evenementen met entree,0
2/29/2024,Groepen,0
2/29/2024,Gratis/ <3,32
2/29/2024,Abonnement,213
3/1/2024,Vol betalend,87
3/1/2024,Actie,244
3/1/2024,Accommodatie,18
3/1/2024,Scholen alleen entree,50
3/1/2024,Evenementen Scholen,0
3/1/2024,Evenementen met entree,0
3/1/2024,Groepen,0
3/1/2024,Gratis/ <3,47
3/1/2024,Abonnement,304
3/2/2024,Vol betalend,321
3/2/2024,Actie,894
3/2/2024,Accommodatie,72
3/2/2024,Scholen alleen entree,0
3/2/2024,Evenementen Scholen,0
3/2/2024,Evenementen met entree,0
3/2/2024,Groepen,45
3/2/2024,Gratis/ <3,174
3/2/2024,Abonnement,1294
3/3/2024,Vol betalend,378
3/3/2024,Actie,1056
3/3/2024,Accommodatie,85
3/3/2024,Scholen alleen entree,0
3/3/2024,Evenementen Scholen,0
3/3/2024,Evenementen met entree,0
3/3/2024,Groepen,50
3/3/2024,Gratis/ <3,202
3/3/2024,Abonnement,1479
3/4/2024,Vol betalend,105
3/4/2024,Actie,293
3/4/2024,Accommodatie,24
3/4/2024,Scholen alleen entree,50
3/4/2024,Evenementen Scholen,0
3/4/2024,Evenementen met entree,0
3/4/2024,Groepen,0
3/4/2024,Gratis/ <3,56
3/4/2024,Abonnement,372
3/5/2024,Vol betalend,105
3/5/2024,Actie,293
3/5/2024,Accommodatie,24
3/5/2024,Scholen alleen entree,50
3/5/2024,Evenementen Scholen,0
3/5/2024,Evenementen met entree,0
3/5/2024,Groepen,0
3/5/2024,Gratis/ <3,56
3/5/2024,Abonnement,372
3/6/2024,Vol betalend,105
3/6/2024,Actie,293
3/6/2024,Accommodatie,24
3/6/2024,Scholen alleen entree,50
3/6/2024,Evenementen Scholen,0
3/6/2024,Evenementen met entree,0
3/6/2024,Groepen,0
3/6/2024,Gratis/ <3,56
3/6/2024,Abonnement,372
3/7/2024,Vol betalend,105
3/7/2024,Actie,293
3/7/2024,Accommodatie,24
3/7/2024,Scholen alleen entree,50
3/7/2024,Evenementen Scholen,0
3/7/2024,Evenementen met entree,0
3/7/2024,Groepen,0
3/7/2024,Gratis/ <3,56
3/7/2024,Abonnement,372
3/8/2024,Vol betalend,105
3/8/2024,Actie,293
3/8/2024,Accommodatie,24
3/8/2024,Scholen alleen entree,50
3/8/2024,Evenementen Scholen,0
3/8/2024,Evenementen met entree,0
3/8/2024,Groepen,0
3/8/2024,Gratis/ <3,56
3/8/2024,Abonnement,372
3/9/2024,Vol betalend,321
3/9/2024,Actie,894
3/9/2024,Accommodatie,72
3/9/2024,Scholen alleen entree,0
3/9/2024,Evenementen Scholen,0
3/9/2024,Evenementen met entree,0
3/9/2024,Groepen,45
3/9/2024,Gratis/ <3,174
3/9/2024,Abonnement,1294
3/10/2024,Vol betalend,408
3/10/2024,Actie,1137
3/10/2024,Accommodatie,92
3/10/2024,Scholen alleen entree,0
3/10/2024,Evenementen Scholen,0
3/10/2024,Evenementen met entree,0
3/10/2024,Groepen,55
3/10/2024,Gratis/ <3,217
3/10/2024,Abonnement,1591
3/11/2024,Vol betalend,105
3/11/2024,Actie,293
3/11/2024,Accommodatie,24
3/11/2024,Scholen alleen entree,60
3/11/2024,Evenementen Scholen,0
3/11/2024,Evenementen met entree,0
3/11/2024,Groepen,0
3/11/2024,Gratis/ <3,56
3/11/2024,Abonnement,362
3/12/2024,Vol betalend,105
3/12/2024,Actie,293
3/12/2024,Accommodatie,24
3/12/2024,Scholen alleen entree,60
3/12/2024,Evenementen Scholen,0
3/12/2024,Evenementen met entree,0
3/12/2024,Groepen,0
3/12/2024,Gratis/ <3,56
3/12/2024,Abonnement,362
3/13/2024,Vol betalend,105
3/13/2024,Actie,293
3/13/2024,Accommodatie,24
3/13/2024,Scholen alleen entree,60
3/13/2024,Evenementen Scholen,0
3/13/2024,Evenementen met entree,0
3/13/2024,Groepen,0
3/13/2024,Gratis/ <3,56
3/13/2024,Abonnement,362
3/14/2024,Vol betalend,105
3/14/2024,Actie,293
3/14/2024,Accommodatie,24
3/14/2024,Scholen alleen entree,60
3/14/2024,Evenementen Scholen,0
3/14/2024,Evenementen met entree,0
3/14/2024,Groepen,0
3/14/2024,Gratis/ <3,56
3/14/2024,Abonnement,362
3/15/2024,Vol betalend,105
3/15/2024,Actie,293
3/15/2024,Accommodatie,24
3/15/2024,Scholen alleen entree,60
3/15/2024,Evenementen Scholen,0
3/15/2024,Evenementen met entree,0
3/15/2024,Groepen,0
3/15/2024,Gratis/ <3,56
3/15/2024,Abonnement,362
3/16/2024,Vol betalend,321
3/16/2024,Actie,894
3/16/2024,Accommodatie,72
3/16/2024,Scholen alleen entree,0
3/16/2024,Evenementen Scholen,0
3/16/2024,Evenementen met entree,0
3/16/2024,Groepen,45
3/16/2024,Gratis/ <3,174
3/16/2024,Abonnement,1294
3/17/2024,Vol betalend,408
3/17/2024,Actie,1137
3/17/2024,Accommodatie,92
3/17/2024,Scholen alleen entree,0
3/17/2024,Evenementen Scholen,0
3/17/2024,Evenementen met entree,0
3/17/2024,Groepen,55
3/17/2024,Gratis/ <3,217
3/17/2024,Abonnement,1591
3/18/2024,Vol betalend,105
3/18/2024,Actie,293
3/18/2024,Accommodatie,24
3/18/2024,Scholen alleen entree,70
3/18/2024,Evenementen Scholen,0
3/18/2024,Evenementen met entree,0
3/18/2024,Groepen,0
3/18/2024,Gratis/ <3,56
3/18/2024,Abonnement,352
3/19/2024,Vol betalend,110
3/19/2024,Actie,309
3/19/2024,Accommodatie,25
3/19/2024,Scholen alleen entree,70
3/19/2024,Evenementen Scholen,0
3/19/2024,Evenementen met entree,0
3/19/2024,Groepen,0
3/19/2024,Gratis/ <3,59
3/19/2024,Abonnement,377
3/20/2024,Vol betalend,110
3/20/2024,Actie,309
3/20/2024,Accommodatie,25
3/20/2024,Scholen alleen entree,70
3/20/2024,Evenementen Scholen,0
3/20/2024,Evenementen met entree,0
3/20/2024,Groepen,0
3/20/2024,Gratis/ <3,59
3/20/2024,Abonnement,377
3/21/2024,Vol betalend,110
3/21/2024,Actie,309
3/21/2024,Accommodatie,25
3/21/2024,Scholen alleen entree,70
3/21/2024,Evenementen Scholen,0
3/21/2024,Evenementen met entree,0
3/21/2024,Groepen,0
3/21/2024,Gratis/ <3,59
3/21/2024,Abonnement,377
3/22/2024,Vol betalend,110
3/22/2024,Actie,309
3/22/2024,Accommodatie,25
3/22/2024,Scholen alleen entree,70
3/22/2024,Evenementen Scholen,0
3/22/2024,Evenementen met entree,0
3/22/2024,Groepen,0
3/22/2024,Gratis/ <3,59
3/22/2024,Abonnement,377
3/23/2024,Vol betalend,321
3/23/2024,Actie,894
3/23/2024,Accommodatie,72
3/23/2024,Scholen alleen entree,0
3/23/2024,Evenementen Scholen,0
3/23/2024,Evenementen met entree,0
3/23/2024,Groepen,45
3/23/2024,Gratis/ <3,174
3/23/2024,Abonnement,1294
3/24/2024,Vol betalend,408
3/24/2024,Actie,1137
3/24/2024,Accommodatie,92
3/24/2024,Scholen alleen entree,0
3/24/2024,Evenementen Scholen,0
3/24/2024,Evenementen met entree,0
3/24/2024,Groepen,55
3/24/2024,Gratis/ <3,217
3/24/2024,Abonnement,1591
3/25/2024,Vol betalend,110
3/25/2024,Actie,308
3/25/2024,Accommodatie,25
3/25/2024,Scholen alleen entree,50
3/25/2024,Evenementen Scholen,0
3/25/2024,Evenementen met entree,0
3/25/2024,Groepen,0
3/25/2024,Gratis/ <3,60
3/25/2024,Abonnement,422
3/26/2024,Vol betalend,110
3/26/2024,Actie,308
3/26/2024,Accommodatie,25
3/26/2024,Scholen alleen entree,50
3/26/2024,Evenementen Scholen,0
3/26/2024,Evenementen met entree,0
3/26/2024,Groepen,0
3/26/2024,Gratis/ <3,60
3/26/2024,Abonnement,422
3/27/2024,Vol betalend,110
3/27/2024,Actie,308
3/27/2024,Accommodatie,25
3/27/2024,Scholen alleen entree,50
3/27/2024,Evenementen Scholen,0
3/27/2024,Evenementen met entree,0
3/27/2024,Groepen,0
3/27/2024,Gratis/ <3,60
3/27/2024,Abonnement,422
3/28/2024,Vol betalend,110
3/28/2024,Actie,308
3/28/2024,Accommodatie,25
3/28/2024,Scholen alleen entree,50
3/28/2024,Evenementen Scholen,0
3/28/2024,Evenementen met entree,0
3/28/2024,Groepen,0
3/28/2024,Gratis/ <3,60
3/28/2024,Abonnement,422
3/29/2024,Vol betalend,583
3/29/2024,Actie,1626
3/29/2024,Accommodatie,131
3/29/2024,Scholen alleen entree,0
3/29/2024,Evenementen Scholen,0
3/29/2024,Evenementen met entree,0
3/29/2024,Groepen,0
3/29/2024,Gratis/ <3,310
3/29/2024,Abonnement,2350
3/30/2024,Vol betalend,583
3/30/2024,Actie,1626
3/30/2024,Accommodatie,131
3/30/2024,Scholen alleen entree,0
3/30/2024,Evenementen Scholen,0
3/30/2024,Evenementen met entree,0
3/30/2024,Groepen,50
3/30/2024,Gratis/ <3,310
3/30/2024,Abonnement,2300
3/31/2024,Vol betalend,700
3/31/2024,Actie,1952
3/31/2024,Accommodatie,157
3/31/2024,Scholen alleen entree,0
3/31/2024,Evenementen Scholen,0
3/31/2024,Evenementen met entree,0
3/31/2024,Groepen,65
3/31/2024,Gratis/ <3,372
3/31/2024,Abonnement,2754
4/1/2024,Vol betalend,1344
4/1/2024,Actie,2639
4/1/2024,Accommodatie,268
4/1/2024,Scholen alleen entree,0
4/1/2024,Evenementen Scholen,0
4/1/2024,Evenementen met entree,0
4/1/2024,Groepen,0
4/1/2024,Gratis/ <3,432
4/1/2024,Abonnement,1317
4/2/2024,Vol betalend,448
4/2/2024,Actie,880
4/2/2024,Accommodatie,90
4/2/2024,Scholen alleen entree,0
4/2/2024,Evenementen Scholen,0
4/2/2024,Evenementen met entree,0
4/2/2024,Groepen,0
4/2/2024,Gratis/ <3,144
4/2/2024,Abonnement,438
4/3/2024,Vol betalend,448
4/3/2024,Actie,880
4/3/2024,Accommodatie,90
4/3/2024,Scholen alleen entree,135
4/3/2024,Evenementen Scholen,0
4/3/2024,Evenementen met entree,0
4/3/2024,Groepen,0
4/3/2024,Gratis/ <3,144
4/3/2024,Abonnement,303
4/4/2024,Vol betalend,448
4/4/2024,Actie,880
4/4/2024,Accommodatie,90
4/4/2024,Scholen alleen entree,140
4/4/2024,Evenementen Scholen,0
4/4/2024,Evenementen met entree,0
4/4/2024,Groepen,0
4/4/2024,Gratis/ <3,144
4/4/2024,Abonnement,298
4/5/2024,Vol betalend,448
4/5/2024,Actie,880
4/5/2024,Accommodatie,90
4/5/2024,Scholen alleen entree,140
4/5/2024,Evenementen Scholen,0
4/5/2024,Evenementen met entree,0
4/5/2024,Groepen,0
4/5/2024,Gratis/ <3,144
4/5/2024,Abonnement,298
4/6/2024,Vol betalend,729
4/6/2024,Actie,1432
4/6/2024,Accommodatie,145
4/6/2024,Scholen alleen entree,0
4/6/2024,Evenementen Scholen,0
4/6/2024,Evenementen met entree,0
4/6/2024,Groepen,210
4/6/2024,Gratis/ <3,239
4/6/2024,Abonnement,560
4/7/2024,Vol betalend,840
4/7/2024,Actie,1653
4/7/2024,Accommodatie,168
4/7/2024,Scholen alleen entree,0
4/7/2024,Evenementen Scholen,0
4/7/2024,Evenementen met entree,0
4/7/2024,Groepen,230
4/7/2024,Gratis/ <3,278
4/7/2024,Abonnement,681
4/8/2024,Vol betalend,448
4/8/2024,Actie,880
4/8/2024,Accommodatie,90
4/8/2024,Scholen alleen entree,175
4/8/2024,Evenementen Scholen,0
4/8/2024,Evenementen met entree,0
4/8/2024,Groepen,0
4/8/2024,Gratis/ <3,144
4/8/2024,Abonnement,263
4/9/2024,Vol betalend,448
4/9/2024,Actie,880
4/9/2024,Accommodatie,90
4/9/2024,Scholen alleen entree,175
4/9/2024,Evenementen Scholen,0
4/9/2024,Evenementen met entree,0
4/9/2024,Groepen,0
4/9/2024,Gratis/ <3,144
4/9/2024,Abonnement,263
4/10/2024,Vol betalend,448
4/10/2024,Actie,880
4/10/2024,Accommodatie,90
4/10/2024,Scholen alleen entree,175
4/10/2024,Evenementen Scholen,0
4/10/2024,Evenementen met entree,0
4/10/2024,Groepen,0
4/10/2024,Gratis/ <3,144
4/10/2024,Abonnement,263
4/11/2024,Vol betalend,448
4/11/2024,Actie,880
4/11/2024,Accommodatie,90
4/11/2024,Scholen alleen entree,175
4/11/2024,Evenementen Scholen,0
4/11/2024,Evenementen met entree,0
4/11/2024,Groepen,0
4/11/2024,Gratis/ <3,144
4/11/2024,Abonnement,263
4/12/2024,Vol betalend,448
4/12/2024,Actie,880
4/12/2024,Accommodatie,90
4/12/2024,Scholen alleen entree,175
4/12/2024,Evenementen Scholen,0
4/12/2024,Evenementen met entree,0
4/12/2024,Groepen,0
4/12/2024,Gratis/ <3,144
4/12/2024,Abonnement,263
4/13/2024,Vol betalend,728
4/13/2024,Actie,1432
4/13/2024,Accommodatie,145
4/13/2024,Scholen alleen entree,0
4/13/2024,Evenementen Scholen,0
4/13/2024,Evenementen met entree,0
4/13/2024,Groepen,210
4/13/2024,Gratis/ <3,239
4/13/2024,Abonnement,561
4/14/2024,Vol betalend,840
4/14/2024,Actie,1653
4/14/2024,Accommodatie,168
4/14/2024,Scholen alleen entree,0
4/14/2024,Evenementen Scholen,0
4/14/2024,Evenementen met entree,0
4/14/2024,Groepen,230
4/14/2024,Gratis/ <3,278
4/14/2024,Abonnement,681
4/15/2024,Vol betalend,515
4/15/2024,Actie,1012
4/15/2024,Accommodatie,103
4/15/2024,Scholen alleen entree,200
4/15/2024,Evenementen Scholen,0
4/15/2024,Evenementen met entree,0
4/15/2024,Groepen,0
4/15/2024,Gratis/ <3,166
4/15/2024,Abonnement,304
4/16/2024,Vol betalend,515
4/16/2024,Actie,1012
4/16/2024,Accommodatie,103
4/16/2024,Scholen alleen entree,200
4/16/2024,Evenementen Scholen,0
4/16/2024,Evenementen met entree,0
4/16/2024,Groepen,0
4/16/2024,Gratis/ <3,166
4/16/2024,Abonnement,304
4/17/2024,Vol betalend,515
4/17/2024,Actie,1012
4/17/2024,Accommodatie,103
4/17/2024,Scholen alleen entree,200
4/17/2024,Evenementen Scholen,0
4/17/2024,Evenementen met entree,0
4/17/2024,Groepen,0
4/17/2024,Gratis/ <3,166
4/17/2024,Abonnement,304
4/18/2024,Vol betalend,515
4/18/2024,Actie,1012
4/18/2024,Accommodatie,103
4/18/2024,Scholen alleen entree,200
4/18/2024,Evenementen Scholen,0
4/18/2024,Evenementen met entree,0
4/18/2024,Groepen,0
4/18/2024,Gratis/ <3,166
4/18/2024,Abonnement,304
4/19/2024,Vol betalend,515
4/19/2024,Actie,1012
4/19/2024,Accommodatie,103
4/19/2024,Scholen alleen entree,200
4/19/2024,Evenementen Scholen,0
4/19/2024,Evenementen met entree,0
4/19/2024,Groepen,0
4/19/2024,Gratis/ <3,166
4/19/2024,Abonnement,304
4/20/2024,Vol betalend,729
4/20/2024,Actie,1432
4/20/2024,Accommodatie,145
4/20/2024,Scholen alleen entree,0
4/20/2024,Evenementen Scholen,0
4/20/2024,Evenementen met entree,0
4/20/2024,Groepen,210
4/20/2024,Gratis/ <3,239
4/20/2024,Abonnement,565
4/21/2024,Vol betalend,840
4/21/2024,Actie,1653
4/21/2024,Accommodatie,168
4/21/2024,Scholen alleen entree,0
4/21/2024,Evenementen Scholen,0
4/21/2024,Evenementen met entree,0
4/21/2024,Groepen,230
4/21/2024,Gratis/ <3,278
4/21/2024,Abonnement,681
4/22/2024,Vol betalend,515
4/22/2024,Actie,1012
4/22/2024,Accommodatie,103
4/22/2024,Scholen alleen entree,200
4/22/2024,Evenementen Scholen,0
4/22/2024,Evenementen met entree,0
4/22/2024,Groepen,0
4/22/2024,Gratis/ <3,166
4/22/2024,Abonnement,304
4/23/2024,Vol betalend,515
4/23/2024,Actie,1012
4/23/2024,Accommodatie,103
4/23/2024,Scholen alleen entree,200
4/23/2024,Evenementen Scholen,0
4/23/2024,Evenementen met entree,0
4/23/2024,Groepen,0
4/23/2024,Gratis/ <3,166
4/23/2024,Abonnement,304
4/24/2024,Vol betalend,515
4/24/2024,Actie,1012
4/24/2024,Accommodatie,103
4/24/2024,Scholen alleen entree,200
4/24/2024,Evenementen Scholen,0
4/24/2024,Evenementen met entree,0
4/24/2024,Groepen,0
4/24/2024,Gratis/ <3,166
4/24/2024,Abonnement,304
4/25/2024,Vol betalend,515
4/25/2024,Actie,1012
4/25/2024,Accommodatie,103
4/25/2024,Scholen alleen entree,200
4/25/2024,Evenementen Scholen,0
4/25/2024,Evenementen met entree,0
4/25/2024,Groepen,0
4/25/2024,Gratis/ <3,166
4/25/2024,Abonnement,304
4/26/2024,Vol betalend,515
4/26/2024,Actie,1012
4/26/2024,Accommodatie,103
4/26/2024,Scholen alleen entree,0
4/26/2024,Evenementen Scholen,0
4/26/2024,Evenementen met entree,0
4/26/2024,Groepen,0
4/26/2024,Gratis/ <3,166
4/26/2024,Abonnement,504
4/27/2024,Vol betalend,672
4/27/2024,Actie,1322
4/27/2024,Accommodatie,135
4/27/2024,Scholen alleen entree,0
4/27/2024,Evenementen Scholen,0
4/27/2024,Evenementen met entree,0
4/27/2024,Groepen,200
4/27/2024,Gratis/ <3,216
4/27/2024,Abonnement,455
4/28/2024,Vol betalend,1344
4/28/2024,Actie,2639
4/28/2024,Accommodatie,268
4/28/2024,Scholen alleen entree,0
4/28/2024,Evenementen Scholen,0
4/28/2024,Evenementen met entree,0
4/28/2024,Groepen,400
4/28/2024,Gratis/ <3,432
4/28/2024,Abonnement,917
4/29/2024,Vol betalend,1120
4/29/2024,Actie,2202
4/29/2024,Accommodatie,224
4/29/2024,Scholen alleen entree,0
4/29/2024,Evenementen Scholen,0
4/29/2024,Evenementen met entree,0
4/29/2024,Groepen,0
4/29/2024,Gratis/ <3,360
4/29/2024,Abonnement,1094
4/30/2024,Vol betalend,1120
4/30/2024,Actie,2202
4/30/2024,Accommodatie,224
4/30/2024,Scholen alleen entree,0
4/30/2024,Evenementen Scholen,0
4/30/2024,Evenementen met entree,0
4/30/2024,Groepen,0
4/30/2024,Gratis/ <3,360
4/30/2024,Abonnement,1094
5/1/2024,Vol betalend,1219
5/1/2024,Actie,2722
5/1/2024,Accommodatie,149
