AccessGroupId;Description;Date;NumberOfUsedEntrances
8;Abonnement;2017-12-22;40
28;Entree Groepen WILDLANDS;2017-12-22;4
11;Vol betalend E-Ticket;2017-12-22;6
19;Acties E-Ticket;2017-12-22;59
21;Accommodatiehouder meerdagenpas;2017-12-22;4
22;Acties Joint Promotions Open e-tickets;2017-12-22;30
24;Gratis E-Tickets;2017-12-22;2
27;Acties Joint Promotions gesloten e-tickets;2017-12-22;146
29;Abonnement WILDLANDS;2017-12-22;565
30;Inkoop Overig;2017-12-22;7
32;Acties Joint Promotions gesloten Overig;2017-12-22;4
40;Volbetalend e-tickets;2017-12-22;4
2;Groepen;2017-12-23;2
1;Vol betalend;2017-12-23;59
5;Gratis;2017-12-23;108
6;Accommodatiehouder e-tickets;2017-12-23;13
8;Abonnement;2017-12-23;50
20;Acties Overig;2017-12-23;130
11;Vol betalend E-Ticket;2017-12-23;7
22;Acties Joint Promotions Open e-tickets;2017-12-23;50
19;Acties E-Ticket;2017-12-23;158
23;Inkoop E-tickets;2017-12-23;102
21;Accommodatiehouder meerdagenpas;2017-12-23;14
30;Inkoop Overig;2017-12-23;28
27;Acties Joint Promotions gesloten e-tickets;2017-12-23;464
29;Abonnement WILDLANDS;2017-12-23;945
32;Acties Joint Promotions gesloten Overig;2017-12-23;11
40;Volbetalend e-tickets;2017-12-23;14
5;Gratis;2017-12-24;138
1;Vol betalend;2017-12-24;92
6;Accommodatiehouder e-tickets;2017-12-24;63
2;Groepen;2017-12-24;26
8;Abonnement;2017-12-24;77
20;Acties Overig;2017-12-24;165
11;Vol betalend E-Ticket;2017-12-24;9
23;Inkoop E-tickets;2017-12-24;180
19;Acties E-Ticket;2017-12-24;217
31;Acties Joint Promotions open Overig;2017-12-24;2
21;Accommodatiehouder meerdagenpas;2017-12-24;25
22;Acties Joint Promotions Open e-tickets;2017-12-24;121
27;Acties Joint Promotions gesloten e-tickets;2017-12-24;632
29;Abonnement WILDLANDS;2017-12-24;1271
30;Inkoop Overig;2017-12-24;70
32;Acties Joint Promotions gesloten Overig;2017-12-24;24
37;Accommodatiehouder;2017-12-24;5
40;Volbetalend e-tickets;2017-12-24;20
1;Vol betalend;2017-12-25;151
2;Groepen;2017-12-25;8
6;Accommodatiehouder e-tickets;2017-12-25;73
5;Gratis;2017-12-25;80
8;Abonnement;2017-12-25;29
20;Acties Overig;2017-12-25;1
11;Vol betalend E-Ticket;2017-12-25;31
21;Accommodatiehouder meerdagenpas;2017-12-25;47
19;Acties E-Ticket;2017-12-25;30
23;Inkoop E-tickets;2017-12-25;50
22;Acties Joint Promotions Open e-tickets;2017-12-25;110
28;Entree Groepen WILDLANDS;2017-12-25;4
24;Gratis E-Tickets;2017-12-25;4
29;Abonnement WILDLANDS;2017-12-25;398
27;Acties Joint Promotions gesloten e-tickets;2017-12-25;348
30;Inkoop Overig;2017-12-25;18
32;Acties Joint Promotions gesloten Overig;2017-12-25;11
40;Volbetalend e-tickets;2017-12-25;6
5;Gratis;2017-12-26;155
1;Vol betalend;2017-12-26;203
6;Accommodatiehouder e-tickets;2017-12-26;69
2;Groepen;2017-12-26;6
8;Abonnement;2017-12-26;85
20;Acties Overig;2017-12-26;264
11;Vol betalend E-Ticket;2017-12-26;19
23;Inkoop E-tickets;2017-12-26;135
19;Acties E-Ticket;2017-12-26;320
30;Inkoop Overig;2017-12-26;19
21;Accommodatiehouder meerdagenpas;2017-12-26;37
31;Acties Joint Promotions open Overig;2017-12-26;2
22;Acties Joint Promotions Open e-tickets;2017-12-26;95
27;Acties Joint Promotions gesloten e-tickets;2017-12-26;739
29;Abonnement WILDLANDS;2017-12-26;1258
32;Acties Joint Promotions gesloten Overig;2017-12-26;18
37;Accommodatiehouder;2017-12-26;2
40;Volbetalend e-tickets;2017-12-26;6
2;Groepen;2017-12-27;26
1;Vol betalend;2017-12-27;123
5;Gratis;2017-12-27;119
6;Accommodatiehouder e-tickets;2017-12-27;52
8;Abonnement;2017-12-27;65
11;Vol betalend E-Ticket;2017-12-27;34
20;Acties Overig;2017-12-27;246
19;Acties E-Ticket;2017-12-27;321
21;Accommodatiehouder meerdagenpas;2017-12-27;12
22;Acties Joint Promotions Open e-tickets;2017-12-27;102
23;Inkoop E-tickets;2017-12-27;226
27;Acties Joint Promotions gesloten e-tickets;2017-12-27;826
29;Abonnement WILDLANDS;2017-12-27;1373
30;Inkoop Overig;2017-12-27;71
31;Acties Joint Promotions open Overig;2017-12-27;5
32;Acties Joint Promotions gesloten Overig;2017-12-27;24
37;Accommodatiehouder;2017-12-27;1
40;Volbetalend e-tickets;2017-12-27;8
1;Vol betalend;2017-12-28;297
2;Groepen;2017-12-28;46
6;Accommodatiehouder e-tickets;2017-12-28;169
5;Gratis;2017-12-28;235
11;Vol betalend E-Ticket;2017-12-28;19
8;Abonnement;2017-12-28;89
19;Acties E-Ticket;2017-12-28;411
21;Accommodatiehouder meerdagenpas;2017-12-28;47
20;Acties Overig;2017-12-28;267
23;Inkoop E-tickets;2017-12-28;403
22;Acties Joint Promotions Open e-tickets;2017-12-28;241
29;Abonnement WILDLANDS;2017-12-28;1570
27;Acties Joint Promotions gesloten e-tickets;2017-12-28;1318
31;Acties Joint Promotions open Overig;2017-12-28;2
30;Inkoop Overig;2017-12-28;104
32;Acties Joint Promotions gesloten Overig;2017-12-28;41
40;Volbetalend e-tickets;2017-12-28;48
2;Groepen;2017-12-29;17
1;Vol betalend;2017-12-29;200
5;Gratis;2017-12-29;181
6;Accommodatiehouder e-tickets;2017-12-29;122
8;Abonnement;2017-12-29;50
20;Acties Overig;2017-12-29;188
11;Vol betalend E-Ticket;2017-12-29;24
22;Acties Joint Promotions Open e-tickets;2017-12-29;197
19;Acties E-Ticket;2017-12-29;343
23;Inkoop E-tickets;2017-12-29;336
21;Accommodatiehouder meerdagenpas;2017-12-29;7
28;Entree Groepen WILDLANDS;2017-12-29;1
27;Acties Joint Promotions gesloten e-tickets;2017-12-29;894
30;Inkoop Overig;2017-12-29;47
29;Abonnement WILDLANDS;2017-12-29;1229
31;Acties Joint Promotions open Overig;2017-12-29;7
32;Acties Joint Promotions gesloten Overig;2017-12-29;23
37;Accommodatiehouder;2017-12-29;4
40;Volbetalend e-tickets;2017-12-29;19
2;Groepen;2017-12-30;24
1;Vol betalend;2017-12-30;73
5;Gratis;2017-12-30;141
6;Accommodatiehouder e-tickets;2017-12-30;79
8;Abonnement;2017-12-30;69
19;Acties E-Ticket;2017-12-30;317
11;Vol betalend E-Ticket;2017-12-30;8
20;Acties Overig;2017-12-30;196
21;Accommodatiehouder meerdagenpas;2017-12-30;7
22;Acties Joint Promotions Open e-tickets;2017-12-30;179
23;Inkoop E-tickets;2017-12-30;285
27;Acties Joint Promotions gesloten e-tickets;2017-12-30;667
29;Abonnement WILDLANDS;2017-12-30;900
30;Inkoop Overig;2017-12-30;66
32;Acties Joint Promotions gesloten Overig;2017-12-30;16
37;Accommodatiehouder;2017-12-30;2
40;Volbetalend e-tickets;2017-12-30;27
5;Gratis;2018-01-02;175
1;Vol betalend;2018-01-02;242
20;Acties Overig;2018-01-02;240
6;Accommodatiehouder e-tickets;2018-01-02;163
31;Acties Joint Promotions open Overig;2018-01-02;5
8;Abonnement;2018-01-02;145
11;Vol betalend E-Ticket;2018-01-02;15
19;Acties E-Ticket;2018-01-02;361
21;Accommodatiehouder meerdagenpas;2018-01-02;12
22;Acties Joint Promotions Open e-tickets;2018-01-02;94
27;Acties Joint Promotions gesloten e-tickets;2018-01-02;970
29;Abonnement WILDLANDS;2018-01-02;1730
32;Acties Joint Promotions gesloten Overig;2018-01-02;27
1;Vol betalend;2018-01-03;83
5;Gratis;2018-01-03;37
6;Accommodatiehouder e-tickets;2018-01-03;30
8;Abonnement;2018-01-03;34
20;Acties Overig;2018-01-03;154
11;Vol betalend E-Ticket;2018-01-03;8
22;Acties Joint Promotions Open e-tickets;2018-01-03;80
19;Acties E-Ticket;2018-01-03;155
21;Accommodatiehouder meerdagenpas;2018-01-03;18
27;Acties Joint Promotions gesloten e-tickets;2018-01-03;412
29;Abonnement WILDLANDS;2018-01-03;563
32;Acties Joint Promotions gesloten Overig;2018-01-03;4
1;Vol betalend;2018-01-04;226
5;Gratis;2018-01-04;151
6;Accommodatiehouder e-tickets;2018-01-04;100
8;Abonnement;2018-01-04;73
20;Acties Overig;2018-01-04;305
11;Vol betalend E-Ticket;2018-01-04;34
22;Acties Joint Promotions Open e-tickets;2018-01-04;133
19;Acties E-Ticket;2018-01-04;306
23;Inkoop E-tickets;2018-01-04;10
21;Accommodatiehouder meerdagenpas;2018-01-04;28
30;Inkoop Overig;2018-01-04;37
27;Acties Joint Promotions gesloten e-tickets;2018-01-04;943
31;Acties Joint Promotions open Overig;2018-01-04;8
29;Abonnement WILDLANDS;2018-01-04;1453
32;Acties Joint Promotions gesloten Overig;2018-01-04;25
5;Gratis;2018-01-05;107
1;Vol betalend;2018-01-05;222
6;Accommodatiehouder e-tickets;2018-01-05;127
20;Acties Overig;2018-01-05;297
8;Abonnement;2018-01-05;151
23;Inkoop E-tickets;2018-01-05;4
11;Vol betalend E-Ticket;2018-01-05;36
19;Acties E-Ticket;2018-01-05;379
21;Accommodatiehouder meerdagenpas;2018-01-05;22
22;Acties Joint Promotions Open e-tickets;2018-01-05;180
27;Acties Joint Promotions gesloten e-tickets;2018-01-05;1019
29;Abonnement WILDLANDS;2018-01-05;1733
32;Acties Joint Promotions gesloten Overig;2018-01-05;42
5;Gratis;2018-01-06;198
1;Vol betalend;2018-01-06;157
8;Abonnement;2018-01-06;137
6;Accommodatiehouder e-tickets;2018-01-06;100
19;Acties E-Ticket;2018-01-06;424
20;Acties Overig;2018-01-06;429
21;Accommodatiehouder meerdagenpas;2018-01-06;11
22;Acties Joint Promotions Open e-tickets;2018-01-06;69
27;Acties Joint Promotions gesloten e-tickets;2018-01-06;1158
31;Acties Joint Promotions open Overig;2018-01-06;2
29;Abonnement WILDLANDS;2018-01-06;1878
32;Acties Joint Promotions gesloten Overig;2018-01-06;25
1;Vol betalend;2018-01-07;244
5;Gratis;2018-01-07;156
20;Acties Overig;2018-01-07;150
6;Accommodatiehouder e-tickets;2018-01-07;42
22;Acties Joint Promotions Open e-tickets;2018-01-07;87
8;Abonnement;2018-01-07;106
28;Entree Groepen WILDLANDS;2018-01-07;5
11;Vol betalend E-Ticket;2018-01-07;21
19;Acties E-Ticket;2018-01-07;174
21;Accommodatiehouder meerdagenpas;2018-01-07;15
27;Acties Joint Promotions gesloten e-tickets;2018-01-07;364
29;Abonnement WILDLANDS;2018-01-07;1841
32;Acties Joint Promotions gesloten Overig;2018-01-07;18
5;Gratis;2018-01-08;29
1;Vol betalend;2018-01-08;37
29;Abonnement WILDLANDS;2018-01-08;110
6;Accommodatiehouder e-tickets;2018-01-08;18
8;Abonnement;2018-01-08;2
11;Vol betalend E-Ticket;2018-01-08;2
19;Acties E-Ticket;2018-01-08;17
22;Acties Joint Promotions Open e-tickets;2018-01-08;90
27;Acties Joint Promotions gesloten e-tickets;2018-01-08;23
30;Inkoop Overig;2018-01-08;2
32;Acties Joint Promotions gesloten Overig;2018-01-08;3
5;Gratis;2018-01-09;15
1;Vol betalend;2018-01-09;44
8;Abonnement;2018-01-09;5
6;Accommodatiehouder e-tickets;2018-01-09;10
11;Vol betalend E-Ticket;2018-01-09;1
19;Acties E-Ticket;2018-01-09;6
21;Accommodatiehouder meerdagenpas;2018-01-09;5
20;Acties Overig;2018-01-09;5
29;Abonnement WILDLANDS;2018-01-09;91
22;Acties Joint Promotions Open e-tickets;2018-01-09;31
27;Acties Joint Promotions gesloten e-tickets;2018-01-09;8
28;Entree Groepen WILDLANDS;2018-01-09;155
30;Inkoop Overig;2018-01-09;3
1;Vol betalend;2018-01-10;22
5;Gratis;2018-01-10;18
6;Accommodatiehouder e-tickets;2018-01-10;13
8;Abonnement;2018-01-10;5
22;Acties Joint Promotions Open e-tickets;2018-01-10;33
11;Vol betalend E-Ticket;2018-01-10;6
19;Acties E-Ticket;2018-01-10;2
21;Accommodatiehouder meerdagenpas;2018-01-10;5
27;Acties Joint Promotions gesloten e-tickets;2018-01-10;7
29;Abonnement WILDLANDS;2018-01-10;115
1;Vol betalend;2018-01-11;35
5;Gratis;2018-01-11;42
6;Accommodatiehouder e-tickets;2018-01-11;37
20;Acties Overig;2018-01-11;4
8;Abonnement;2018-01-11;7
31;Acties Joint Promotions open Overig;2018-01-11;2
19;Acties E-Ticket;2018-01-11;6
21;Accommodatiehouder meerdagenpas;2018-01-11;2
22;Acties Joint Promotions Open e-tickets;2018-01-11;17
27;Acties Joint Promotions gesloten e-tickets;2018-01-11;9
29;Abonnement WILDLANDS;2018-01-11;153
1;Vol betalend;2018-01-12;28
5;Gratis;2018-01-12;52
6;Accommodatiehouder e-tickets;2018-01-12;21
21;Accommodatiehouder meerdagenpas;2018-01-12;9
8;Abonnement;2018-01-12;1
29;Abonnement WILDLANDS;2018-01-12;172
11;Vol betalend E-Ticket;2018-01-12;6
19;Acties E-Ticket;2018-01-12;0
22;Acties Joint Promotions Open e-tickets;2018-01-12;17
27;Acties Joint Promotions gesloten e-tickets;2018-01-12;5
32;Acties Joint Promotions gesloten Overig;2018-01-12;4
1;Vol betalend;2018-01-13;146
5;Gratis;2018-01-13;93
20;Acties Overig;2018-01-13;8
6;Accommodatiehouder e-tickets;2018-01-13;53
23;Inkoop E-tickets;2018-01-13;3
8;Abonnement;2018-01-13;22
11;Vol betalend E-Ticket;2018-01-13;12
19;Acties E-Ticket;2018-01-13;50
21;Accommodatiehouder meerdagenpas;2018-01-13;11
22;Acties Joint Promotions Open e-tickets;2018-01-13;202
27;Acties Joint Promotions gesloten e-tickets;2018-01-13;96
29;Abonnement WILDLANDS;2018-01-13;450
32;Acties Joint Promotions gesloten Overig;2018-01-13;9
1;Vol betalend;2018-01-14;169
5;Gratis;2018-01-14;150
20;Acties Overig;2018-01-14;8
6;Accommodatiehouder e-tickets;2018-01-14;83
8;Abonnement;2018-01-14;55
11;Vol betalend E-Ticket;2018-01-14;31
19;Acties E-Ticket;2018-01-14;29
21;Accommodatiehouder meerdagenpas;2018-01-14;19
22;Acties Joint Promotions Open e-tickets;2018-01-14;188
27;Acties Joint Promotions gesloten e-tickets;2018-01-14;71
29;Abonnement WILDLANDS;2018-01-14;1137
37;Accommodatiehouder;2018-01-14;2
40;Volbetalend e-tickets;2018-01-14;2
1;Vol betalend;2018-01-15;18
5;Gratis;2018-01-15;21
6;Accommodatiehouder e-tickets;2018-01-15;18
20;Acties Overig;2018-01-15;3
8;Abonnement;2018-01-15;3
11;Vol betalend E-Ticket;2018-01-15;1
19;Acties E-Ticket;2018-01-15;2
21;Accommodatiehouder meerdagenpas;2018-01-15;2
22;Acties Joint Promotions Open e-tickets;2018-01-15;13
27;Acties Joint Promotions gesloten e-tickets;2018-01-15;5
29;Abonnement WILDLANDS;2018-01-15;70
5;Gratis;2018-01-16;20
1;Vol betalend;2018-01-16;8
6;Accommodatiehouder e-tickets;2018-01-16;10
20;Acties Overig;2018-01-16;2
8;Abonnement;2018-01-16;3
22;Acties Joint Promotions Open e-tickets;2018-01-16;3
11;Vol betalend E-Ticket;2018-01-16;2
19;Acties E-Ticket;2018-01-16;1
21;Accommodatiehouder meerdagenpas;2018-01-16;8
27;Acties Joint Promotions gesloten e-tickets;2018-01-16;3
29;Abonnement WILDLANDS;2018-01-16;51
1;Vol betalend;2018-01-17;28
5;Gratis;2018-01-17;23
6;Accommodatiehouder e-tickets;2018-01-17;18
8;Abonnement;2018-01-17;11
21;Accommodatiehouder meerdagenpas;2018-01-17;5
22;Acties Joint Promotions Open e-tickets;2018-01-17;8
27;Acties Joint Promotions gesloten e-tickets;2018-01-17;6
29;Abonnement WILDLANDS;2018-01-17;96
32;Acties Joint Promotions gesloten Overig;2018-01-17;2
5;Gratis;2018-01-18;2
1;Vol betalend;2018-01-18;3
8;Abonnement;2018-01-18;2
27;Acties Joint Promotions gesloten e-tickets;2018-01-18;2
29;Abonnement WILDLANDS;2018-01-18;31
40;Volbetalend e-tickets;2018-01-18;4
31;Acties Joint Promotions open Overig;2018-01-18;1
1;Vol betalend;2018-01-19;15
5;Gratis;2018-01-19;27
6;Accommodatiehouder e-tickets;2018-01-19;7
8;Abonnement;2018-01-19;7
20;Acties Overig;2018-01-19;2
19;Acties E-Ticket;2018-01-19;8
22;Acties Joint Promotions Open e-tickets;2018-01-19;10
21;Accommodatiehouder meerdagenpas;2018-01-19;4
27;Acties Joint Promotions gesloten e-tickets;2018-01-19;11
29;Abonnement WILDLANDS;2018-01-19;124
5;Gratis;2018-01-20;72
1;Vol betalend;2018-01-20;91
8;Abonnement;2018-01-20;12
6;Accommodatiehouder e-tickets;2018-01-20;69
21;Accommodatiehouder meerdagenpas;2018-01-20;7
11;Vol betalend E-Ticket;2018-01-20;5
23;Inkoop E-tickets;2018-01-20;3
19;Acties E-Ticket;2018-01-20;22
29;Abonnement WILDLANDS;2018-01-20;432
20;Acties Overig;2018-01-20;2
32;Acties Joint Promotions gesloten Overig;2018-01-20;6
22;Acties Joint Promotions Open e-tickets;2018-01-20;92
27;Acties Joint Promotions gesloten e-tickets;2018-01-20;87
28;Entree Groepen WILDLANDS;2018-01-20;49
1;Vol betalend;2018-01-21;174
5;Gratis;2018-01-21;155
6;Accommodatiehouder e-tickets;2018-01-21;59
8;Abonnement;2018-01-21;67
20;Acties Overig;2018-01-21;5
11;Vol betalend E-Ticket;2018-01-21;6
22;Acties Joint Promotions Open e-tickets;2018-01-21;98
19;Acties E-Ticket;2018-01-21;26
31;Acties Joint Promotions open Overig;2018-01-21;4
21;Accommodatiehouder meerdagenpas;2018-01-21;11
27;Acties Joint Promotions gesloten e-tickets;2018-01-21;89
29;Abonnement WILDLANDS;2018-01-21;1424
32;Acties Joint Promotions gesloten Overig;2018-01-21;1
5;Gratis;2018-01-22;10
1;Vol betalend;2018-01-22;32
6;Accommodatiehouder e-tickets;2018-01-22;17
20;Acties Overig;2018-01-22;3
8;Abonnement;2018-01-22;5
28;Entree Groepen WILDLANDS;2018-01-22;50
19;Acties E-Ticket;2018-01-22;5
21;Accommodatiehouder meerdagenpas;2018-01-22;3
22;Acties Joint Promotions Open e-tickets;2018-01-22;5
27;Acties Joint Promotions gesloten e-tickets;2018-01-22;8
29;Abonnement WILDLANDS;2018-01-22;99
32;Acties Joint Promotions gesloten Overig;2018-01-22;1
1;Vol betalend;2018-01-23;24
5;Gratis;2018-01-23;23
6;Accommodatiehouder e-tickets;2018-01-23;11
8;Abonnement;2018-01-23;3
11;Vol betalend E-Ticket;2018-01-23;2
29;Abonnement WILDLANDS;2018-01-23;120
19;Acties E-Ticket;2018-01-23;13
20;Acties Overig;2018-01-23;1
22;Acties Joint Promotions Open e-tickets;2018-01-23;14
27;Acties Joint Promotions gesloten e-tickets;2018-01-23;10
5;Gratis;2018-01-24;32
1;Vol betalend;2018-01-24;47
8;Abonnement;2018-01-24;11
6;Accommodatiehouder e-tickets;2018-01-24;20
21;Accommodatiehouder meerdagenpas;2018-01-24;10
19;Acties E-Ticket;2018-01-24;7
29;Abonnement WILDLANDS;2018-01-24;200
22;Acties Joint Promotions Open e-tickets;2018-01-24;20
27;Acties Joint Promotions gesloten e-tickets;2018-01-24;14
1;Vol betalend;2018-01-25;27
5;Gratis;2018-01-25;38
6;Accommodatiehouder e-tickets;2018-01-25;9
8;Abonnement;2018-01-25;5
20;Acties Overig;2018-01-25;5
19;Acties E-Ticket;2018-01-25;2
22;Acties Joint Promotions Open e-tickets;2018-01-25;11
21;Accommodatiehouder meerdagenpas;2018-01-25;5
27;Acties Joint Promotions gesloten e-tickets;2018-01-25;3
29;Abonnement WILDLANDS;2018-01-25;168
5;Gratis;2018-01-26;39
1;Vol betalend;2018-01-26;34
8;Abonnement;2018-01-26;5
6;Accommodatiehouder e-tickets;2018-01-26;20
23;Inkoop E-tickets;2018-01-26;2
19;Acties E-Ticket;2018-01-26;6
29;Abonnement WILDLANDS;2018-01-26;250
22;Acties Joint Promotions Open e-tickets;2018-01-26;25
31;Acties Joint Promotions open Overig;2018-01-26;2
27;Acties Joint Promotions gesloten e-tickets;2018-01-26;20
5;Gratis;2018-01-27;77
1;Vol betalend;2018-01-27;124
8;Abonnement;2018-01-27;30
6;Accommodatiehouder e-tickets;2018-01-27;97
11;Vol betalend E-Ticket;2018-01-27;12
19;Acties E-Ticket;2018-01-27;69
21;Accommodatiehouder meerdagenpas;2018-01-27;2
20;Acties Overig;2018-01-27;9
29;Abonnement WILDLANDS;2018-01-27;473
22;Acties Joint Promotions Open e-tickets;2018-01-27;1679
40;Volbetalend e-tickets;2018-01-27;1
27;Acties Joint Promotions gesloten e-tickets;2018-01-27;115
28;Entree Groepen WILDLANDS;2018-01-27;10
1;Vol betalend;2018-01-28;205
20;Acties Overig;2018-01-28;2
5;Gratis;2018-01-28;139
6;Accommodatiehouder e-tickets;2018-01-28;77
8;Abonnement;2018-01-28;69
11;Vol betalend E-Ticket;2018-01-28;18
19;Acties E-Ticket;2018-01-28;42
21;Accommodatiehouder meerdagenpas;2018-01-28;2
22;Acties Joint Promotions Open e-tickets;2018-01-28;115
27;Acties Joint Promotions gesloten e-tickets;2018-01-28;102
29;Abonnement WILDLANDS;2018-01-28;1108
32;Acties Joint Promotions gesloten Overig;2018-01-28;6
5;Gratis;2018-01-29;19
1;Vol betalend;2018-01-29;21
28;Entree Groepen WILDLANDS;2018-01-29;43
6;Accommodatiehouder e-tickets;2018-01-29;26
29;Abonnement WILDLANDS;2018-01-29;81
20;Acties Overig;2018-01-29;1
22;Acties Joint Promotions Open e-tickets;2018-01-29;101
27;Acties Joint Promotions gesloten e-tickets;2018-01-29;6
1;Vol betalend;2018-01-30;34
5;Gratis;2018-01-30;52
6;Accommodatiehouder e-tickets;2018-01-30;47
8;Abonnement;2018-01-30;7
11;Vol betalend E-Ticket;2018-01-30;9
21;Accommodatiehouder meerdagenpas;2018-01-30;11
19;Acties E-Ticket;2018-01-30;18
26;Entree Scholen WILDLANDS;2018-01-30;26
22;Acties Joint Promotions Open e-tickets;2018-01-30;956
29;Abonnement WILDLANDS;2018-01-30;161
27;Acties Joint Promotions gesloten e-tickets;2018-01-30;45
28;Entree Groepen WILDLANDS;2018-01-30;30
1;Vol betalend;2018-01-31;16
5;Gratis;2018-01-31;13
6;Accommodatiehouder e-tickets;2018-01-31;2
8;Abonnement;2018-01-31;3
22;Acties Joint Promotions Open e-tickets;2018-01-31;275
21;Accommodatiehouder meerdagenpas;2018-01-31;2
27;Acties Joint Promotions gesloten e-tickets;2018-01-31;4
29;Abonnement WILDLANDS;2018-01-31;104
5;Gratis;2018-02-01;23
1;Vol betalend;2018-02-01;28
21;Accommodatiehouder meerdagenpas;2018-02-01;7
6;Accommodatiehouder e-tickets;2018-02-01;11
26;Entree Scholen WILDLANDS;2018-02-01;11
8;Abonnement;2018-02-01;6
11;Vol betalend E-Ticket;2018-02-01;7
19;Acties E-Ticket;2018-02-01;4
22;Acties Joint Promotions Open e-tickets;2018-02-01;5
27;Acties Joint Promotions gesloten e-tickets;2018-02-01;8
29;Abonnement WILDLANDS;2018-02-01;125
2;Groepen;2018-02-02;21
1;Vol betalend;2018-02-02;40
5;Gratis;2018-02-02;31
6;Accommodatiehouder e-tickets;2018-02-02;24
21;Accommodatiehouder meerdagenpas;2018-02-02;7
8;Abonnement;2018-02-02;13
11;Vol betalend E-Ticket;2018-02-02;2
19;Acties E-Ticket;2018-02-02;11
22;Acties Joint Promotions Open e-tickets;2018-02-02;23
27;Acties Joint Promotions gesloten e-tickets;2018-02-02;17
29;Abonnement WILDLANDS;2018-02-02;209
5;Gratis;2018-02-03;41
1;Vol betalend;2018-02-03;88
8;Abonnement;2018-02-03;9
6;Accommodatiehouder e-tickets;2018-02-03;119
21;Accommodatiehouder meerdagenpas;2018-02-03;12
11;Vol betalend E-Ticket;2018-02-03;17
29;Abonnement WILDLANDS;2018-02-03;288
19;Acties E-Ticket;2018-02-03;18
31;Acties Joint Promotions open Overig;2018-02-03;3
20;Acties Overig;2018-02-03;6
32;Acties Joint Promotions gesloten Overig;2018-02-03;5
22;Acties Joint Promotions Open e-tickets;2018-02-03;54
27;Acties Joint Promotions gesloten e-tickets;2018-02-03;116
5;Gratis;2018-02-04;69
1;Vol betalend;2018-02-04;103
20;Acties Overig;2018-02-04;8
6;Accommodatiehouder e-tickets;2018-02-04;76
21;Accommodatiehouder meerdagenpas;2018-02-04;20
8;Abonnement;2018-02-04;46
28;Entree Groepen WILDLANDS;2018-02-04;5
11;Vol betalend E-Ticket;2018-02-04;17
29;Abonnement WILDLANDS;2018-02-04;788
19;Acties E-Ticket;2018-02-04;21
22;Acties Joint Promotions Open e-tickets;2018-02-04;65
27;Acties Joint Promotions gesloten e-tickets;2018-02-04;61
30;Inkoop Overig;2018-02-04;6
1;Vol betalend;2018-02-05;30
5;Gratis;2018-02-05;25
20;Acties Overig;2018-02-05;5
6;Accommodatiehouder e-tickets;2018-02-05;37
22;Acties Joint Promotions Open e-tickets;2018-02-05;27
8;Abonnement;2018-02-05;7
19;Acties E-Ticket;2018-02-05;15
21;Accommodatiehouder meerdagenpas;2018-02-05;15
27;Acties Joint Promotions gesloten e-tickets;2018-02-05;21
29;Abonnement WILDLANDS;2018-02-05;85
1;Vol betalend;2018-02-06;46
5;Gratis;2018-02-06;39
6;Accommodatiehouder e-tickets;2018-02-06;32
8;Abonnement;2018-02-06;3
11;Vol betalend E-Ticket;2018-02-06;2
21;Accommodatiehouder meerdagenpas;2018-02-06;12
19;Acties E-Ticket;2018-02-06;5
28;Entree Groepen WILDLANDS;2018-02-06;4
20;Acties Overig;2018-02-06;3
29;Abonnement WILDLANDS;2018-02-06;165
22;Acties Joint Promotions Open e-tickets;2018-02-06;6
27;Acties Joint Promotions gesloten e-tickets;2018-02-06;10
1;Vol betalend;2018-02-07;70
5;Gratis;2018-02-07;47
2;Groepen;2018-02-07;63
6;Accommodatiehouder e-tickets;2018-02-07;26
20;Acties Overig;2018-02-07;9
8;Abonnement;2018-02-07;20
22;Acties Joint Promotions Open e-tickets;2018-02-07;3
19;Acties E-Ticket;2018-02-07;3
21;Accommodatiehouder meerdagenpas;2018-02-07;6
27;Acties Joint Promotions gesloten e-tickets;2018-02-07;37
29;Abonnement WILDLANDS;2018-02-07;268
1;Vol betalend;2018-02-08;33
5;Gratis;2018-02-08;30
6;Accommodatiehouder e-tickets;2018-02-08;25
8;Abonnement;2018-02-08;8
11;Vol betalend E-Ticket;2018-02-08;4
21;Accommodatiehouder meerdagenpas;2018-02-08;2
19;Acties E-Ticket;2018-02-08;6
29;Abonnement WILDLANDS;2018-02-08;168
20;Acties Overig;2018-02-08;7
31;Acties Joint Promotions open Overig;2018-02-08;2
22;Acties Joint Promotions Open e-tickets;2018-02-08;11
27;Acties Joint Promotions gesloten e-tickets;2018-02-08;20
28;Entree Groepen WILDLANDS;2018-02-08;1
5;Gratis;2018-02-09;18
1;Vol betalend;2018-02-09;27
8;Abonnement;2018-02-09;6
6;Accommodatiehouder e-tickets;2018-02-09;2
21;Accommodatiehouder meerdagenpas;2018-02-09;6
11;Vol betalend E-Ticket;2018-02-09;5
29;Abonnement WILDLANDS;2018-02-09;150
19;Acties E-Ticket;2018-02-09;31
20;Acties Overig;2018-02-09;2
22;Acties Joint Promotions Open e-tickets;2018-02-09;12
27;Acties Joint Promotions gesloten e-tickets;2018-02-09;29
5;Gratis;2018-02-10;97
1;Vol betalend;2018-02-10;115
20;Acties Overig;2018-02-10;5
6;Accommodatiehouder e-tickets;2018-02-10;152
21;Accommodatiehouder meerdagenpas;2018-02-10;13
8;Abonnement;2018-02-10;22
