AccessGroupId;Description;Date;NumberOfUsedEntrances
22;Acties Joint Promotions Open e-tickets;2024-04-24;260
26;Entree Scholen WILDLANDS;2024-04-24;654
24;Gratis E-Tickets;2024-04-24;34
28;Entree Groepen WILDLANDS;2024-04-24;11
27;Acties Joint Promotions gesloten e-tickets;2024-04-24;172
31;Acties Joint Promotions open Overig;2024-04-24;15
29;Abonnement WILDLANDS;2024-04-24;366
32;Acties Joint Promotions gesloten Overig;2024-04-24;4
1;Vol betalend;2024-04-25;63
5;Gratis;2024-04-25;42
6;Accommodatiehouder e-tickets;2024-04-25;54
20;Acties Overig;2024-04-25;21
11;Vol betalend E-Ticket;2024-04-25;60
23;Inkoop E-tickets;2024-04-25;46
22;Acties Joint Promotions Open e-tickets;2024-04-25;283
26;Entree Scholen WILDLANDS;2024-04-25;359
24;Gratis E-Tickets;2024-04-25;14
28;Entree Groepen WILDLANDS;2024-04-25;3
27;Acties Joint Promotions gesloten e-tickets;2024-04-25;134
29;Abonnement WILDLANDS;2024-04-25;323
32;Acties Joint Promotions gesloten Overig;2024-04-25;11
31;Acties Joint Promotions open Overig;2024-04-25;8
5;Gratis;2024-04-26;35
1;Vol betalend;2024-04-26;75
23;Inkoop E-tickets;2024-04-26;70
6;Accommodatiehouder e-tickets;2024-04-26;92
24;Gratis E-Tickets;2024-04-26;52
11;Vol betalend E-Ticket;2024-04-26;113
26;Entree Scholen WILDLANDS;2024-04-26;225
20;Acties Overig;2024-04-26;25
29;Abonnement WILDLANDS;2024-04-26;383
22;Acties Joint Promotions Open e-tickets;2024-04-26;233
31;Acties Joint Promotions open Overig;2024-04-26;6
27;Acties Joint Promotions gesloten e-tickets;2024-04-26;195
32;Acties Joint Promotions gesloten Overig;2024-04-26;15
28;Entree Groepen WILDLANDS;2024-04-26;197
1;Vol betalend;2024-04-28;314
5;Gratis;2024-04-28;227
6;Accommodatiehouder e-tickets;2024-04-28;36
20;Acties Overig;2024-04-28;83
11;Vol betalend E-Ticket;2024-04-28;498
23;Inkoop E-tickets;2024-04-28;210
22;Acties Joint Promotions Open e-tickets;2024-04-28;1043
28;Entree Groepen WILDLANDS;2024-04-28;10
24;Gratis E-Tickets;2024-04-28;96
29;Abonnement WILDLANDS;2024-04-28;1524
27;Acties Joint Promotions gesloten e-tickets;2024-04-28;492
31;Acties Joint Promotions open Overig;2024-04-28;17
32;Acties Joint Promotions gesloten Overig;2024-04-28;58
38;Groepen E-Tickets;2024-04-28;5
1;Vol betalend;2024-04-29;127
5;Gratis;2024-04-29;198
6;Accommodatiehouder e-tickets;2024-04-29;55
11;Vol betalend E-Ticket;2024-04-29;318
20;Acties Overig;2024-04-29;114
19;Acties E-Ticket;2024-04-29;3
22;Acties Joint Promotions Open e-tickets;2024-04-29;1107
24;Gratis E-Tickets;2024-04-29;86
23;Inkoop E-tickets;2024-04-29;294
27;Acties Joint Promotions gesloten e-tickets;2024-04-29;625
28;Entree Groepen WILDLANDS;2024-04-29;10
29;Abonnement WILDLANDS;2024-04-29;937
31;Acties Joint Promotions open Overig;2024-04-29;11
32;Acties Joint Promotions gesloten Overig;2024-04-29;22
1;Vol betalend;2024-04-30;155
5;Gratis;2024-04-30;187
6;Accommodatiehouder e-tickets;2024-04-30;90
20;Acties Overig;2024-04-30;121
11;Vol betalend E-Ticket;2024-04-30;402
23;Inkoop E-tickets;2024-04-30;435
19;Acties E-Ticket;2024-04-30;4
28;Entree Groepen WILDLANDS;2024-04-30;3
22;Acties Joint Promotions Open e-tickets;2024-04-30;1431
29;Abonnement WILDLANDS;2024-04-30;1142
24;Gratis E-Tickets;2024-04-30;114
31;Acties Joint Promotions open Overig;2024-04-30;44
27;Acties Joint Promotions gesloten e-tickets;2024-04-30;859
32;Acties Joint Promotions gesloten Overig;2024-04-30;16
48;Acties E-Ticket alleen op dinsdag;2024-04-30;2
5;Gratis;2024-05-01;401
1;Vol betalend;2024-05-01;617
6;Accommodatiehouder e-tickets;2024-05-01;166
2;Groepen;2024-05-01;5
11;Vol betalend E-Ticket;2024-05-01;1207
20;Acties Overig;2024-05-01;156
24;Gratis E-Tickets;2024-05-01;177
22;Acties Joint Promotions Open e-tickets;2024-05-01;1678
26;Entree Scholen WILDLANDS;2024-05-01;1
23;Inkoop E-tickets;2024-05-01;289
27;Acties Joint Promotions gesloten e-tickets;2024-05-01;851
28;Entree Groepen WILDLANDS;2024-05-01;22
29;Abonnement WILDLANDS;2024-05-01;1339
31;Acties Joint Promotions open Overig;2024-05-01;60
32;Acties Joint Promotions gesloten Overig;2024-05-01;259
38;Groepen E-Tickets;2024-05-01;4
2;Groepen;2024-05-02;7
1;Vol betalend;2024-05-02;186
5;Gratis;2024-05-02;200
6;Accommodatiehouder e-tickets;2024-05-02;85
20;Acties Overig;2024-05-02;94
8;Abonnement;2024-05-02;1
23;Inkoop E-tickets;2024-05-02;306
11;Vol betalend E-Ticket;2024-05-02;370
28;Entree Groepen WILDLANDS;2024-05-02;9
19;Acties E-Ticket;2024-05-02;3
31;Acties Joint Promotions open Overig;2024-05-02;31
22;Acties Joint Promotions Open e-tickets;2024-05-02;1343
24;Gratis E-Tickets;2024-05-02;106
27;Acties Joint Promotions gesloten e-tickets;2024-05-02;747
29;Abonnement WILDLANDS;2024-05-02;884
32;Acties Joint Promotions gesloten Overig;2024-05-02;33
5;Gratis;2024-05-03;138
1;Vol betalend;2024-05-03;117
6;Accommodatiehouder e-tickets;2024-05-03;84
2;Groepen;2024-05-03;11
11;Vol betalend E-Ticket;2024-05-03;265
20;Acties Overig;2024-05-03;59
22;Acties Joint Promotions Open e-tickets;2024-05-03;1049
23;Inkoop E-tickets;2024-05-03;301
24;Gratis E-Tickets;2024-05-03;77
28;Entree Groepen WILDLANDS;2024-05-03;11
26;Entree Scholen WILDLANDS;2024-05-03;1
31;Acties Joint Promotions open Overig;2024-05-03;25
27;Acties Joint Promotions gesloten e-tickets;2024-05-03;540
29;Abonnement WILDLANDS;2024-05-03;648
32;Acties Joint Promotions gesloten Overig;2024-05-03;14
5;Gratis;2024-05-04;279
1;Vol betalend;2024-05-04;250
11;Vol betalend E-Ticket;2024-05-04;512
6;Accommodatiehouder e-tickets;2024-05-04;66
24;Gratis E-Tickets;2024-05-04;144
20;Acties Overig;2024-05-04;132
27;Acties Joint Promotions gesloten e-tickets;2024-05-04;550
22;Acties Joint Promotions Open e-tickets;2024-05-04;1592
29;Abonnement WILDLANDS;2024-05-04;1023
23;Inkoop E-tickets;2024-05-04;364
32;Acties Joint Promotions gesloten Overig;2024-05-04;36
28;Entree Groepen WILDLANDS;2024-05-04;13
31;Acties Joint Promotions open Overig;2024-05-04;21
5;Gratis;2024-05-05;220
1;Vol betalend;2024-05-05;183
11;Vol betalend E-Ticket;2024-05-05;253
6;Accommodatiehouder e-tickets;2024-05-05;29
24;Gratis E-Tickets;2024-05-05;77
20;Acties Overig;2024-05-05;47
27;Acties Joint Promotions gesloten e-tickets;2024-05-05;329
22;Acties Joint Promotions Open e-tickets;2024-05-05;685
29;Abonnement WILDLANDS;2024-05-05;1025
23;Inkoop E-tickets;2024-05-05;167
32;Acties Joint Promotions gesloten Overig;2024-05-05;30
28;Entree Groepen WILDLANDS;2024-05-05;14
31;Acties Joint Promotions open Overig;2024-05-05;7
2;Groepen;2024-05-06;11
1;Vol betalend;2024-05-06;136
5;Gratis;2024-05-06;167
6;Accommodatiehouder e-tickets;2024-05-06;95
20;Acties Overig;2024-05-06;110
11;Vol betalend E-Ticket;2024-05-06;276
23;Inkoop E-tickets;2024-05-06;283
19;Acties E-Ticket;2024-05-06;5
28;Entree Groepen WILDLANDS;2024-05-06;15
22;Acties Joint Promotions Open e-tickets;2024-05-06;1268
29;Abonnement WILDLANDS;2024-05-06;804
24;Gratis E-Tickets;2024-05-06;106
31;Acties Joint Promotions open Overig;2024-05-06;25
27;Acties Joint Promotions gesloten e-tickets;2024-05-06;599
32;Acties Joint Promotions gesloten Overig;2024-05-06;18
38;Groepen E-Tickets;2024-05-06;3
2;Groepen;2024-05-07;13
1;Vol betalend;2024-05-07;113
5;Gratis;2024-05-07;75
6;Accommodatiehouder e-tickets;2024-05-07;114
23;Inkoop E-tickets;2024-05-07;302
11;Vol betalend E-Ticket;2024-05-07;267
26;Entree Scholen WILDLANDS;2024-05-07;2
20;Acties Overig;2024-05-07;92
28;Entree Groepen WILDLANDS;2024-05-07;38
22;Acties Joint Promotions Open e-tickets;2024-05-07;1165
29;Abonnement WILDLANDS;2024-05-07;739
24;Gratis E-Tickets;2024-05-07;94
31;Acties Joint Promotions open Overig;2024-05-07;32
27;Acties Joint Promotions gesloten e-tickets;2024-05-07;661
32;Acties Joint Promotions gesloten Overig;2024-05-07;34
38;Groepen E-Tickets;2024-05-07;7
48;Acties E-Ticket alleen op dinsdag;2024-05-07;200
5;Gratis;2024-05-08;263
1;Vol betalend;2024-05-08;171
23;Inkoop E-tickets;2024-05-08;322
6;Accommodatiehouder e-tickets;2024-05-08;105
26;Entree Scholen WILDLANDS;2024-05-08;395
11;Vol betalend E-Ticket;2024-05-08;349
28;Entree Groepen WILDLANDS;2024-05-08;46
19;Acties E-Ticket;2024-05-08;8
29;Abonnement WILDLANDS;2024-05-08;817
20;Acties Overig;2024-05-08;127
31;Acties Joint Promotions open Overig;2024-05-08;28
22;Acties Joint Promotions Open e-tickets;2024-05-08;1507
24;Gratis E-Tickets;2024-05-08;102
27;Acties Joint Promotions gesloten e-tickets;2024-05-08;809
32;Acties Joint Promotions gesloten Overig;2024-05-08;42
38;Groepen E-Tickets;2024-05-08;4
1;Vol betalend;2024-05-09;637
5;Gratis;2024-05-09;474
6;Accommodatiehouder e-tickets;2024-05-09;56
20;Acties Overig;2024-05-09;190
11;Vol betalend E-Ticket;2024-05-09;1175
23;Inkoop E-tickets;2024-05-09;482
22;Acties Joint Promotions Open e-tickets;2024-05-09;2168
28;Entree Groepen WILDLANDS;2024-05-09;18
24;Gratis E-Tickets;2024-05-09;263
29;Abonnement WILDLANDS;2024-05-09;1550
27;Acties Joint Promotions gesloten e-tickets;2024-05-09;1014
31;Acties Joint Promotions open Overig;2024-05-09;41
32;Acties Joint Promotions gesloten Overig;2024-05-09;197
38;Groepen E-Tickets;2024-05-09;4
1;Vol betalend;2024-05-10;474
5;Gratis;2024-05-10;286
2;Groepen;2024-05-10;7
6;Accommodatiehouder e-tickets;2024-05-10;118
20;Acties Overig;2024-05-10;125
11;Vol betalend E-Ticket;2024-05-10;933
23;Inkoop E-tickets;2024-05-10;453
19;Acties E-Ticket;2024-05-10;4
28;Entree Groepen WILDLANDS;2024-05-10;80
22;Acties Joint Promotions Open e-tickets;2024-05-10;2162
31;Acties Joint Promotions open Overig;2024-05-10;44
24;Gratis E-Tickets;2024-05-10;201
38;Groepen E-Tickets;2024-05-10;2
27;Acties Joint Promotions gesloten e-tickets;2024-05-10;943
29;Abonnement WILDLANDS;2024-05-10;1126
32;Acties Joint Promotions gesloten Overig;2024-05-10;151
5;Gratis;2024-05-11;271
1;Vol betalend;2024-05-11;403
11;Vol betalend E-Ticket;2024-05-11;573
6;Accommodatiehouder e-tickets;2024-05-11;90
19;Acties E-Ticket;2024-05-11;11
20;Acties Overig;2024-05-11;88
24;Gratis E-Tickets;2024-05-11;127
22;Acties Joint Promotions Open e-tickets;2024-05-11;1476
27;Acties Joint Promotions gesloten e-tickets;2024-05-11;640
23;Inkoop E-tickets;2024-05-11;185
29;Abonnement WILDLANDS;2024-05-11;784
28;Entree Groepen WILDLANDS;2024-05-11;20
32;Acties Joint Promotions gesloten Overig;2024-05-11;108
31;Acties Joint Promotions open Overig;2024-05-11;15
1;Vol betalend;2024-05-12;362
5;Gratis;2024-05-12;259
20;Acties Overig;2024-05-12;105
6;Accommodatiehouder e-tickets;2024-05-12;71
23;Inkoop E-tickets;2024-05-12;269
11;Vol betalend E-Ticket;2024-05-12;567
28;Entree Groepen WILDLANDS;2024-05-12;20
19;Acties E-Ticket;2024-05-12;1
31;Acties Joint Promotions open Overig;2024-05-12;28
22;Acties Joint Promotions Open e-tickets;2024-05-12;1001
24;Gratis E-Tickets;2024-05-12;119
27;Acties Joint Promotions gesloten e-tickets;2024-05-12;421
29;Abonnement WILDLANDS;2024-05-12;1045
32;Acties Joint Promotions gesloten Overig;2024-05-12;76
38;Groepen E-Tickets;2024-05-12;3
5;Gratis;2024-05-13;101
1;Vol betalend;2024-05-13;83
11;Vol betalend E-Ticket;2024-05-13;79
6;Accommodatiehouder e-tickets;2024-05-13;46
19;Acties E-Ticket;2024-05-13;5
20;Acties Overig;2024-05-13;12
24;Gratis E-Tickets;2024-05-13;46
22;Acties Joint Promotions Open e-tickets;2024-05-13;241
26;Entree Scholen WILDLANDS;2024-05-13;20
23;Inkoop E-tickets;2024-05-13;60
27;Acties Joint Promotions gesloten e-tickets;2024-05-13;131
28;Entree Groepen WILDLANDS;2024-05-13;4
29;Abonnement WILDLANDS;2024-05-13;224
31;Acties Joint Promotions open Overig;2024-05-13;5
32;Acties Joint Promotions gesloten Overig;2024-05-13;15
5;Gratis;2024-05-14;74
1;Vol betalend;2024-05-14;78
11;Vol betalend E-Ticket;2024-05-14;68
6;Accommodatiehouder e-tickets;2024-05-14;36
23;Inkoop E-tickets;2024-05-14;81
19;Acties E-Ticket;2024-05-14;2
24;Gratis E-Tickets;2024-05-14;50
20;Acties Overig;2024-05-14;23
26;Entree Scholen WILDLANDS;2024-05-14;333
22;Acties Joint Promotions Open e-tickets;2024-05-14;191
29;Abonnement WILDLANDS;2024-05-14;190
27;Acties Joint Promotions gesloten e-tickets;2024-05-14;102
31;Acties Joint Promotions open Overig;2024-05-14;13
28;Entree Groepen WILDLANDS;2024-05-14;52
32;Acties Joint Promotions gesloten Overig;2024-05-14;28
48;Acties E-Ticket alleen op dinsdag;2024-05-14;47
1;Vol betalend;2024-05-15;175
2;Groepen;2024-05-15;9
6;Accommodatiehouder e-tickets;2024-05-15;108
5;Gratis;2024-05-15;83
11;Vol betalend E-Ticket;2024-05-15;84
23;Inkoop E-tickets;2024-05-15;66
20;Acties Overig;2024-05-15;28
24;Gratis E-Tickets;2024-05-15;51
22;Acties Joint Promotions Open e-tickets;2024-05-15;175
26;Entree Scholen WILDLANDS;2024-05-15;96
27;Acties Joint Promotions gesloten e-tickets;2024-05-15;168
29;Abonnement WILDLANDS;2024-05-15;225
28;Entree Groepen WILDLANDS;2024-05-15;98
31;Acties Joint Promotions open Overig;2024-05-15;17
32;Acties Joint Promotions gesloten Overig;2024-05-15;9
1;Vol betalend;2024-05-16;105
5;Gratis;2024-05-16;139
6;Accommodatiehouder e-tickets;2024-05-16;62
20;Acties Overig;2024-05-16;24
11;Vol betalend E-Ticket;2024-05-16;53
23;Inkoop E-tickets;2024-05-16;93
22;Acties Joint Promotions Open e-tickets;2024-05-16;181
26;Entree Scholen WILDLANDS;2024-05-16;315
24;Gratis E-Tickets;2024-05-16;48
28;Entree Groepen WILDLANDS;2024-05-16;9
27;Acties Joint Promotions gesloten e-tickets;2024-05-16;234
29;Abonnement WILDLANDS;2024-05-16;205
32;Acties Joint Promotions gesloten Overig;2024-05-16;12
31;Acties Joint Promotions open Overig;2024-05-16;6
1;Vol betalend;2024-05-17;73
2;Groepen;2024-05-17;8
6;Accommodatiehouder e-tickets;2024-05-17;36
5;Gratis;2024-05-17;157
11;Vol betalend E-Ticket;2024-05-17;85
20;Acties Overig;2024-05-17;17
19;Acties E-Ticket;2024-05-17;2
23;Inkoop E-tickets;2024-05-17;46
22;Acties Joint Promotions Open e-tickets;2024-05-17;232
26;Entree Scholen WILDLANDS;2024-05-17;62
24;Gratis E-Tickets;2024-05-17;42
28;Entree Groepen WILDLANDS;2024-05-17;3
27;Acties Joint Promotions gesloten e-tickets;2024-05-17;149
29;Abonnement WILDLANDS;2024-05-17;375
32;Acties Joint Promotions gesloten Overig;2024-05-17;9
31;Acties Joint Promotions open Overig;2024-05-17;10
1;Vol betalend;2024-05-18;361
2;Groepen;2024-05-18;6
6;Accommodatiehouder e-tickets;2024-05-18;92
5;Gratis;2024-05-18;149
11;Vol betalend E-Ticket;2024-05-18;426
20;Acties Overig;2024-05-18;69
22;Acties Joint Promotions Open e-tickets;2024-05-18;947
23;Inkoop E-tickets;2024-05-18;265
24;Gratis E-Tickets;2024-05-18;100
28;Entree Groepen WILDLANDS;2024-05-18;54
27;Acties Joint Promotions gesloten e-tickets;2024-05-18;462
29;Abonnement WILDLANDS;2024-05-18;622
32;Acties Joint Promotions gesloten Overig;2024-05-18;126
31;Acties Joint Promotions open Overig;2024-05-18;52
5;Gratis;2024-05-19;355
1;Vol betalend;2024-05-19;695
20;Acties Overig;2024-05-19;176
6;Accommodatiehouder e-tickets;2024-05-19;119
23;Inkoop E-tickets;2024-05-19;328
11;Vol betalend E-Ticket;2024-05-19;857
28;Entree Groepen WILDLANDS;2024-05-19;14
22;Acties Joint Promotions Open e-tickets;2024-05-19;1327
31;Acties Joint Promotions open Overig;2024-05-19;20
24;Gratis E-Tickets;2024-05-19;135
27;Acties Joint Promotions gesloten e-tickets;2024-05-19;556
29;Abonnement WILDLANDS;2024-05-19;1662
32;Acties Joint Promotions gesloten Overig;2024-05-19;178
1;Vol betalend;2024-05-20;530
5;Gratis;2024-05-20;500
6;Accommodatiehouder e-tickets;2024-05-20;43
8;Abonnement;2024-05-20;2
20;Acties Overig;2024-05-20;130
11;Vol betalend E-Ticket;2024-05-20;702
22;Acties Joint Promotions Open e-tickets;2024-05-20;1097
24;Gratis E-Tickets;2024-05-20;109
23;Inkoop E-tickets;2024-05-20;225
27;Acties Joint Promotions gesloten e-tickets;2024-05-20;400
28;Entree Groepen WILDLANDS;2024-05-20;13
29;Abonnement WILDLANDS;2024-05-20;1846
31;Acties Joint Promotions open Overig;2024-05-20;31
32;Acties Joint Promotions gesloten Overig;2024-05-20;144
38;Groepen E-Tickets;2024-05-20;4
1;Vol betalend;2024-05-21;184
2;Groepen;2024-05-21;12
6;Accommodatiehouder e-tickets;2024-05-21;111
5;Gratis;2024-05-21;147
20;Acties Overig;2024-05-21;31
11;Vol betalend E-Ticket;2024-05-21;220
22;Acties Joint Promotions Open e-tickets;2024-05-21;376
23;Inkoop E-tickets;2024-05-21;114
27;Acties Joint Promotions gesloten e-tickets;2024-05-21;293
24;Gratis E-Tickets;2024-05-21;47
28;Entree Groepen WILDLANDS;2024-05-21;3
26;Entree Scholen WILDLANDS;2024-05-21;659
29;Abonnement WILDLANDS;2024-05-21;504
31;Acties Joint Promotions open Overig;2024-05-21;6
32;Acties Joint Promotions gesloten Overig;2024-05-21;54
48;Acties E-Ticket alleen op dinsdag;2024-05-21;117
5;Gratis;2024-05-22;32
1;Vol betalend;2024-05-22;108
6;Accommodatiehouder e-tickets;2024-05-22;31
20;Acties Overig;2024-05-22;25
11;Vol betalend E-Ticket;2024-05-22;100
22;Acties Joint Promotions Open e-tickets;2024-05-22;151
24;Gratis E-Tickets;2024-05-22;26
23;Inkoop E-tickets;2024-05-22;42
26;Entree Scholen WILDLANDS;2024-05-22;181
28;Entree Groepen WILDLANDS;2024-05-22;13
27;Acties Joint Promotions gesloten e-tickets;2024-05-22;88
31;Acties Joint Promotions open Overig;2024-05-22;4
29;Abonnement WILDLANDS;2024-05-22;241
32;Acties Joint Promotions gesloten Overig;2024-05-22;7
5;Gratis;2024-05-23;128
1;Vol betalend;2024-05-23;149
8;Abonnement;2024-05-23;1
6;Accommodatiehouder e-tickets;2024-05-23;107
11;Vol betalend E-Ticket;2024-05-23;204
20;Acties Overig;2024-05-23;47
23;Inkoop E-tickets;2024-05-23;91
22;Acties Joint Promotions Open e-tickets;2024-05-23;215
24;Gratis E-Tickets;2024-05-23;79
27;Acties Joint Promotions gesloten e-tickets;2024-05-23;193
26;Entree Scholen WILDLANDS;2024-05-23;556
28;Entree Groepen WILDLANDS;2024-05-23;15
29;Abonnement WILDLANDS;2024-05-23;297
31;Acties Joint Promotions open Overig;2024-05-23;2
32;Acties Joint Promotions gesloten Overig;2024-05-23;13
5;Gratis;2024-05-24;96
1;Vol betalend;2024-05-24;122
23;Inkoop E-tickets;2024-05-24;117
6;Accommodatiehouder e-tickets;2024-05-24;45
24;Gratis E-Tickets;2024-05-24;48
11;Vol betalend E-Ticket;2024-05-24;148
29;Abonnement WILDLANDS;2024-05-24;327
20;Acties Overig;2024-05-24;13
31;Acties Joint Promotions open Overig;2024-05-24;13
22;Acties Joint Promotions Open e-tickets;2024-05-24;193
32;Acties Joint Promotions gesloten Overig;2024-05-24;25
27;Acties Joint Promotions gesloten e-tickets;2024-05-24;167
28;Entree Groepen WILDLANDS;2024-05-24;34
5;Gratis;2024-05-25;365
1;Vol betalend;2024-05-25;232
23;Inkoop E-tickets;2024-05-25;18
6;Accommodatiehouder e-tickets;2024-05-25;7
29;Abonnement WILDLANDS;2024-05-25;704
11;Vol betalend E-Ticket;2024-05-25;4
31;Acties Joint Promotions open Overig;2024-05-25;20
20;Acties Overig;2024-05-25;66
32;Acties Joint Promotions gesloten Overig;2024-05-25;16
22;Acties Joint Promotions Open e-tickets;2024-05-25;105
27;Acties Joint Promotions gesloten e-tickets;2024-05-25;4330
28;Entree Groepen WILDLANDS;2024-05-25;18
5;Gratis;2024-05-26;566
1;Vol betalend;2024-05-26;413
20;Acties Overig;2024-05-26;86
6;Accommodatiehouder e-tickets;2024-05-26;4
23;Inkoop E-tickets;2024-05-26;34
8;Abonnement;2024-05-26;3
28;Entree Groepen WILDLANDS;2024-05-26;32
11;Vol betalend E-Ticket;2024-05-26;2
31;Acties Joint Promotions open Overig;2024-05-26;8
22;Acties Joint Promotions Open e-tickets;2024-05-26;167
24;Gratis E-Tickets;2024-05-26;2
27;Acties Joint Promotions gesloten e-tickets;2024-05-26;5500
29;Abonnement WILDLANDS;2024-05-26;1381
32;Acties Joint Promotions gesloten Overig;2024-05-26;34
38;Groepen E-Tickets;2024-05-26;4
5;Gratis;2024-05-27;88
1;Vol betalend;2024-05-27;179
20;Acties Overig;2024-05-27;29
6;Accommodatiehouder e-tickets;2024-05-27;102
23;Inkoop E-tickets;2024-05-27;92
11;Vol betalend E-Ticket;2024-05-27;239
26;Entree Scholen WILDLANDS;2024-05-27;59
22;Acties Joint Promotions Open e-tickets;2024-05-27;290
28;Entree Groepen WILDLANDS;2024-05-27;9
24;Gratis E-Tickets;2024-05-27;65
31;Acties Joint Promotions open Overig;2024-05-27;10
27;Acties Joint Promotions gesloten e-tickets;2024-05-27;146
29;Abonnement WILDLANDS;2024-05-27;253
32;Acties Joint Promotions gesloten Overig;2024-05-27;40
